id,first_name,last_name,race,gender,date of birth,number of prior felony convictions,number of prior misdemeanor convictions,type of legal representation,date of alleged crime,married,annual income,education level,immigration status,number of children under 18 living at home,mitigating factors - health,"type of conviction (trial, jury, etc.)",plea: guilty? ,possible charge 1: offense category,possible charge 1: attempted crime,possible charge 1: primary? vs. accomplice,"possible sentence type 1: (jail, probation, etc.)",possible total minimum incarceration term 1,possible total maximum incarceration term 1,possible probation term in months 1,possible amount of fine in dollars 1,possible amount of community service in hours 1,possible alternative sentence 1,possible suspended sentence 1,possible charge 2: offense category,possible charge 2: attempted crime,possible charge 2: primary? vs. accomplice,"possible sentence type 2: (jail, probation, etc.)",possible total minimum incarceration term 2,possible total maximum incarceration term 2,possible probation term in months 2,possible amount of fine in dollars 2,possible amount of community service in hours 2,possible alternative sentence 2,possible suspended sentence 2
943,Jarrod,Rance,Choctaw,Male,7/17/1945,3,2,3,2/12/2019,true,71245,4,2,5,"Toxic effect of detergents, assault, subsequent encounter",4,false,8,3,true,6,97,87,11,68574,69,vivamus tortor duis mattis egestas metus aenean fermentum donec ut mauris eget massa tempor convallis nulla neque,false,20,1,false,6,83,4,82,34674,16,justo in blandit ultrices enim lorem ipsum dolor sit amet consectetuer adipiscing elit proin interdum mauris non,true
944,Nickie,Greeves,Samoan,Male,10/26/1979,3,1,2,9/14/2018,false,88799,2,1,1,Non-prs chronic ulcer of skin of sites w necrosis of bone,3,false,11,4,false,2,108,103,89,43668,10,dui vel sem sed sagittis nam congue risus semper porta volutpat quam,true,14,3,true,4,7,24,37,91068,44,sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel augue vestibulum,true
945,Cymbre,Keri,Delaware,Female,6/21/1982,2,2,3,9/12/2019,false,116526,2,4,2,"Corrosion of second degree of unspecified forearm, sequela",3,true,16,1,false,7,41,73,5,32022,68,vestibulum sit amet cursus id turpis integer aliquet massa id lobortis convallis,false,3,4,false,1,7,61,34,59895,97,lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus cum sociis natoque penatibus et magnis,false
946,Ellis,Comello,Lumbee,Male,9/25/1949,3,2,3,9/7/2019,false,39660,1,4,3,"Passenger of military vehicle injured in traf, subs",2,true,4,2,false,5,67,92,85,31841,73,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae donec,true,25,1,false,2,26,88,47,8991,76,venenatis turpis enim blandit mi in porttitor pede justo eu massa donec dapibus duis,false
947,Sheridan,Fabb,Chickasaw,Male,10/28/1989,3,2,1,7/20/2018,true,332626,4,4,7,"Undrdose of antimalari/drugs acting on bld protzoa, sequela",2,true,30,2,true,5,61,32,109,15227,86,porttitor id consequat in consequat ut nulla sed accumsan felis,true,15,3,true,6,52,96,25,54654,7,montes nascetur ridiculus mus etiam vel augue vestibulum rutrum rutrum neque aenean auctor gravida sem,false
948,Ryon,Hemphrey,Potawatomi,Male,4/28/1940,2,3,2,5/30/2018,false,242157,5,4,1,"Retinopathy of prematurity, stage 2",4,false,24,4,false,5,81,105,27,87559,40,condimentum neque sapien placerat ante nulla justo aliquam quis turpis,true,6,2,false,8,90,96,55,90803,56,morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus,false
949,Gearard,Dandy,Nicaraguan,Male,5/18/1991,2,3,1,2/3/2019,false,492352,5,2,2,NIHSS score 10,4,true,15,4,false,6,84,45,80,2480,52,integer ac neque duis bibendum morbi non quam nec dui luctus rutrum nulla tellus in sagittis,true,2,2,true,4,0,81,101,35978,6,justo sit amet sapien dignissim vestibulum vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,true
950,Korney,Lilley,Chilean,Female,3/25/1962,2,1,3,4/2/2018,false,437276,3,2,8,"Oth unil sec osteoarth of first carpometacarp joint, l hand",2,true,16,3,false,5,109,12,42,81599,23,ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,true,19,1,true,4,17,14,86,59037,9,morbi vestibulum velit id pretium iaculis diam erat fermentum justo nec condimentum neque sapien placerat ante nulla justo aliquam quis,true
951,Berty,O'Halleghane,Taiwanese,Male,10/23/1952,2,3,2,5/8/2020,false,382582,5,2,4,Subluxation of left acromioclavicular joint,1,true,18,4,true,4,41,84,97,81950,20,rutrum neque aenean auctor gravida sem praesent id massa id nisl venenatis lacinia aenean sit amet justo morbi,false,14,2,false,3,68,30,95,35735,88,hac habitasse platea dictumst etiam faucibus cursus urna ut tellus nulla ut erat id,false
952,Howie,Kellough,Salvadoran,Male,7/20/1985,1,3,1,9/26/2018,true,54576,5,3,1,Arthropathy in hypersensitivity reactions classd elswhr,3,true,28,1,true,8,68,85,50,58765,52,libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,true,29,1,true,2,27,39,2,5672,45,posuere metus vitae ipsum aliquam non mauris morbi non lectus aliquam sit amet diam in,true
953,Tabor,Meaddowcroft,Chilean,Male,10/13/1992,1,1,2,4/23/2020,true,488423,2,4,5,Abrasion of unspecified upper arm,3,true,22,4,false,6,21,50,66,48204,12,habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem quisque ut,true,11,3,true,8,103,88,66,99112,22,mauris vulputate elementum nullam varius nulla facilisi cras non velit nec nisi vulputate nonummy maecenas tincidunt,true
954,Arturo,Sagerson,Yuman,Male,12/13/1986,1,1,2,3/20/2020,false,491857,4,4,5,"Migraine, unsp, intractable, without status migrainosus",5,false,22,2,false,7,23,91,7,39596,85,vitae quam suspendisse potenti nullam porttitor lacus at turpis donec posuere metus vitae ipsum,false,6,1,false,1,113,19,105,84991,83,molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in,true
955,Corey,Drohane,Fijian,Male,3/28/1953,2,1,2,7/23/2020,false,294775,4,2,3,"Nondisp spiral fx shaft of rad, r arm, 7thD",5,true,27,4,false,6,79,117,13,19236,100,pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est et tempus semper,false,13,3,true,1,46,116,33,36097,85,sagittis sapien cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus etiam vel,true
956,Laney,Spehr,Laotian,Male,6/3/1968,1,2,2,4/7/2019,false,140828,5,4,6,Birth injury to scalp,3,false,6,2,false,1,105,50,71,23757,60,viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus,true,16,3,true,5,19,94,32,91101,58,ante vestibulum ante ipsum primis in faucibus orci luctus et ultrices posuere cubilia,true
957,Catrina,Ales,Vietnamese,Female,1/31/1999,3,2,2,7/12/2018,false,383300,1,1,0,"Open bite of unsp external genital organs, female, subs",1,true,20,4,true,3,62,44,78,8023,30,fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget eleifend luctus ultricies eu nibh,false,8,4,true,3,19,51,118,4475,54,vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis ligula,false
958,Fredek,Mucklo,Latin American Indian,Male,7/8/1981,2,1,3,2/28/2020,true,340224,5,3,10,Corrosion of first degree of unspecified wrist,5,false,18,1,false,6,89,94,20,23142,39,quisque arcu libero rutrum ac lobortis vel dapibus at diam nam tristique tortor,false,20,3,false,3,48,77,35,61734,20,in lectus pellentesque at nulla suspendisse potenti cras in purus eu magna vulputate luctus,false
959,Martin,Gardner,Cherokee,Male,9/18/1949,2,2,3,2/9/2020,false,237881,5,2,0,"Oth injury of unsp innominate or subclavian artery, sequela",3,true,13,1,true,3,105,74,81,48872,28,ipsum primis in faucibus orci luctus et ultrices posuere cubilia,false,28,1,true,3,33,50,51,4376,28,ornare consequat lectus in est risus auctor sed tristique in,true
960,Kerianne,Radoux,Chilean,Female,7/18/1954,2,3,2,3/19/2019,true,222279,4,3,5,"Migraine with aura, not intractable",5,false,21,2,true,5,116,27,52,70389,6,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat eros viverra eget congue eget semper,true,9,2,false,7,77,67,65,41995,19,duis consequat dui nec nisi volutpat eleifend donec ut dolor morbi vel lectus in quam fringilla,false
961,Harcourt,Klemt,Native Hawaiian,Male,7/20/1969,3,1,2,5/10/2020,false,438214,1,3,1,"Oth injury of axillary artery, unspecified side, subs encntr",2,false,3,3,false,4,73,31,58,55750,22,mattis odio donec vitae nisi nam ultrices libero non mattis pulvinar nulla pede,true,3,2,true,5,88,25,99,11872,39,augue a suscipit nulla elit ac nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,true
962,Marta,Trayling,Houma,Female,7/6/1943,1,2,2,4/25/2020,true,327331,5,1,2,Driver of pk-up/van injured in collision w hv veh nontraf,3,true,13,3,true,7,26,108,91,90420,66,nunc viverra dapibus nulla suscipit ligula in lacus curabitur at,false,26,1,false,7,57,38,44,35918,43,potenti in eleifend quam a odio in hac habitasse platea dictumst maecenas ut massa quis augue luctus tincidunt nulla,true
963,Isaiah,Start,Nicaraguan,Male,11/24/1962,1,1,3,5/20/2020,false,310190,1,1,3,"Poisoning by oth fibrin-affct drugs, intentional self-harm",3,false,19,1,true,8,55,50,35,8552,51,neque duis bibendum morbi non quam nec dui luctus rutrum nulla,false,21,1,true,7,18,7,23,50691,73,ultrices posuere cubilia curae donec pharetra magna vestibulum aliquet ultrices erat,false
964,Simonne,Eaglen,Alaskan Athabascan,Female,7/6/1983,1,2,1,3/19/2020,true,226509,1,2,10,"Disp fx of less trochanter of r femr, 7thF",5,false,23,3,true,4,44,78,49,1299,12,quis odio consequat varius integer ac leo pellentesque ultrices mattis odio donec vitae nisi nam ultrices libero non mattis,false,4,4,true,4,79,7,115,57681,5,semper sapien a libero nam dui proin leo odio porttitor id,true
965,Tadeas,Di Franceschi,Yakama,Male,2/17/1943,1,2,3,12/5/2019,false,120054,3,2,2,"Complete loss of teeth due to periodontal diseases, class IV",5,true,30,2,true,8,36,36,18,12121,27,vivamus metus arcu adipiscing molestie hendrerit at vulputate vitae nisl aenean lectus pellentesque eget nunc,true,12,2,false,4,86,51,16,88329,74,suscipit nulla elit ac nulla sed vel enim sit amet,false
966,Fabio,Alliberton,Menominee,Male,8/1/1944,3,1,3,10/5/2018,false,212363,2,3,5,"Primary focal hyperhidrosis, axilla",5,true,28,1,true,7,24,86,35,47783,97,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est donec odio justo sollicitudin,true,28,2,true,6,74,51,77,76228,57,quisque erat eros viverra eget congue eget semper rutrum nulla nunc purus phasellus,true
967,Edeline,Ambage,Shoshone,Female,11/11/1977,3,2,3,9/16/2019,true,135340,3,1,3,"Displ suprcndl fx w/o intrcndl extn low end r femr, 7thF",3,false,4,3,true,4,25,91,39,72769,56,maecenas leo odio condimentum id luctus nec molestie sed justo pellentesque,false,14,4,false,4,104,40,87,41817,29,nulla eget eros elementum pellentesque quisque porta volutpat erat quisque erat,true
968,Vivyan,Demangeot,Aleut,Female,7/22/1974,3,1,3,5/11/2020,false,212108,4,4,4,"Car driver injured in collision w car nontraf, sequela",5,false,15,3,true,2,48,101,41,17093,87,vel pede morbi porttitor lorem id ligula suspendisse ornare consequat lectus in est risus auctor sed tristique in tempus,true,20,3,true,6,109,44,85,48153,98,risus dapibus augue vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam,true
969,Belinda,Deards,Guatemalan,Female,3/26/2000,2,2,2,2/17/2018,false,140105,1,3,2,Malignant neoplasm of unspecified broad ligament,2,true,13,2,false,3,24,109,82,93217,77,molestie sed justo pellentesque viverra pede ac diam cras pellentesque volutpat dui maecenas tristique est,true,17,1,false,7,103,109,39,57458,38,vulputate elementum nullam varius nulla facilisi cras non velit nec,false
970,Ancell,Parsisson,Cuban,Male,7/7/1981,2,3,1,12/13/2018,true,212249,5,1,7,Minimally displaced Zone I fracture of sacrum,2,false,17,3,true,3,30,15,12,94560,89,duis at velit eu est congue elementum in hac habitasse platea dictumst,false,27,4,false,8,17,7,69,45012,18,vivamus in felis eu sapien cursus vestibulum proin eu mi nulla,true
971,Luz,Piggin,Fijian,Female,12/29/1959,3,1,3,8/23/2019,true,127045,5,3,1,"Unsp fx low end l ulna, subs for opn fx type I/2 w nonunion",2,true,2,1,true,8,48,78,115,92468,85,nulla sed vel enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus curabitur at ipsum ac tellus semper,false,15,1,true,3,12,10,0,3794,49,volutpat in congue etiam justo etiam pretium iaculis justo in hac habitasse platea dictumst,false
972,Saidee,Lowde,Bolivian,Female,12/26/1959,3,1,2,5/12/2018,false,260845,4,2,7,Acquired clubfoot,4,true,8,2,true,4,37,11,57,76979,1,amet cursus id turpis integer aliquet massa id lobortis convallis tortor,true,18,3,false,1,100,0,103,14059,21,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae,false
973,Barny,Bulpitt,Shoshone,Male,9/5/1969,2,2,2,3/16/2019,false,459965,2,1,5,"Adverse effect of unspecified anesthetic, sequela",3,false,7,3,false,7,66,2,20,61234,88,donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,false,12,4,false,7,14,39,73,5998,12,luctus et ultrices posuere cubilia curae duis faucibus accumsan odio curabitur convallis duis consequat,false
974,Cari,Barkas,Hmong,Female,7/27/1998,3,3,3,6/15/2018,false,12534,1,2,1,"Struck by other psittacines, subsequent encounter",1,true,2,2,false,5,65,115,4,71189,53,suspendisse accumsan tortor quis turpis sed ante vivamus tortor duis mattis egestas metus aenean fermentum donec ut,false,11,3,false,4,57,67,73,99887,93,eleifend donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris enim leo rhoncus sed,false
975,Donn,Haining,Chinese,Male,2/24/1980,2,2,1,6/6/2019,true,442509,2,3,2,Injury of median nerve at wrist and hand level of left arm,4,false,20,2,false,2,111,91,69,64902,95,donec ut dolor morbi vel lectus in quam fringilla rhoncus mauris,false,19,4,true,2,57,30,102,68834,30,ipsum primis in faucibus orci luctus et ultrices posuere cubilia curae mauris,true
976,Reinaldos,Bernth,Filipino,Male,1/21/1988,1,3,1,9/5/2018,false,385170,5,3,3,"Path fx in oth disease, unsp ankle, subs for fx w malunion",5,true,13,1,false,3,52,20,65,57084,41,sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet,false,31,3,true,7,29,23,18,48845,94,cubilia curae mauris viverra diam vitae quam suspendisse potenti nullam porttitor lacus at,false
977,Ab,Syder,Dominican (Dominican Republic),Male,1/13/1997,2,3,3,4/5/2019,true,73044,1,1,9,"Unsp inj msl/fasc/tnd post grp at thi lev, right thigh, init",3,false,27,3,true,6,62,67,35,74025,78,magna ac consequat metus sapien ut nunc vestibulum ante ipsum primis in faucibus orci,true,24,1,false,2,105,68,103,20030,22,ligula nec sem duis aliquam convallis nunc proin at turpis a pede posuere nonummy integer non velit donec,true
978,Sapphira,Camber,Yakama,Female,5/26/1983,3,1,2,1/22/2018,false,88824,4,2,4,"Fracture of alveolus of mandible, unspecified side, sequela",2,false,31,2,false,7,68,96,47,71255,98,praesent id massa id nisl venenatis lacinia aenean sit amet justo,true,20,2,false,8,93,10,78,30930,19,luctus et ultrices posuere cubilia curae nulla dapibus dolor vel est,false
979,Aida,Bursnoll,Ecuadorian,Female,2/14/1951,3,2,2,3/29/2018,true,430970,2,3,8,"Medial dislocation of proximal end of tibia, unsp knee",4,true,7,2,false,3,96,32,51,71156,50,aenean fermentum donec ut mauris eget massa tempor convallis nulla neque libero convallis eget,false,15,4,false,6,112,18,102,89625,90,sapien ut nunc vestibulum ante ipsum primis in faucibus orci luctus,true
980,Sherlock,Yankin,Costa Rican,Male,1/6/1957,2,3,2,5/23/2019,true,7879,5,3,7,"Person outsd bus inj in clsn w nonmtr vehicle nontraf, subs",1,false,3,4,true,7,103,109,44,60502,38,diam in magna bibendum imperdiet nullam orci pede venenatis non sodales sed tincidunt eu felis fusce posuere felis,true,16,2,true,8,60,71,69,96662,86,purus aliquet at feugiat non pretium quis lectus suspendisse potenti in eleifend quam,false
981,Jannelle,Thompson,Yakama,Female,8/18/1956,3,1,3,10/31/2019,true,94456,2,1,10,"Acute hematogenous osteomyelitis, left radius and ulna",1,true,4,2,true,8,71,58,19,42288,43,purus eu magna vulputate luctus cum sociis natoque penatibus et magnis dis parturient montes nascetur ridiculus mus,false,22,3,false,8,84,112,50,55295,49,penatibus et magnis dis parturient montes nascetur ridiculus mus vivamus vestibulum sagittis sapien cum sociis natoque penatibus et magnis,true
982,Diana,Teffrey,Mexican,Female,1/9/1950,3,2,3,5/29/2020,false,27601,4,4,3,"Passenger of special industr vehicle injured nontraf, subs",1,false,29,4,true,3,83,52,66,17222,58,condimentum id luctus nec molestie sed justo pellentesque viverra pede ac,false,25,2,false,6,29,83,112,56050,60,tellus in sagittis dui vel nisl duis ac nibh fusce lacus purus aliquet at feugiat non pretium quis,false
983,Aggi,Ladley,Venezuelan,Female,9/7/1947,1,1,3,2/7/2018,false,371135,3,2,4,"Nondisp fx of distal phalanx of left lesser toe(s), sequela",1,false,2,1,false,5,44,105,64,99777,2,justo nec condimentum neque sapien placerat ante nulla justo aliquam quis turpis eget elit sodales scelerisque,false,14,2,true,2,113,55,55,93031,72,pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,false
984,Brice,Turpin,Blackfeet,Male,9/8/1983,3,2,2,4/7/2019,true,330877,4,1,2,"Poisoning by glucocort/synth analog, self-harm, init",3,true,22,4,false,3,40,69,34,75065,45,in quis justo maecenas rhoncus aliquam lacus morbi quis tortor id nulla ultrices aliquet maecenas leo odio condimentum id luctus,false,10,1,true,8,120,5,108,51310,54,nam ultrices libero non mattis pulvinar nulla pede ullamcorper augue,false
985,Happy,Ferrucci,Paiute,Female,10/3/1999,2,3,2,8/15/2018,false,185662,1,1,0,"Nondisp fx of posterior wall of left acetab, init for opn fx",4,false,31,4,false,8,52,13,94,85413,65,eleifend pede libero quis orci nullam molestie nibh in lectus pellentesque at nulla suspendisse potenti cras in purus eu,true,11,4,false,4,38,60,106,13722,69,maecenas ut massa quis augue luctus tincidunt nulla mollis molestie lorem,false
986,Vic,Dumphry,Potawatomi,Male,6/22/1995,3,3,2,7/19/2020,false,342526,4,4,0,"Anterior subluxation of left radial head, sequela",5,true,16,4,true,2,78,56,41,3333,79,semper interdum mauris ullamcorper purus sit amet nulla quisque arcu libero rutrum ac lobortis vel dapibus,false,31,2,false,5,12,48,75,89445,24,vel accumsan tellus nisi eu orci mauris lacinia sapien quis libero nullam sit,false
987,Walton,Benedek,Potawatomi,Male,10/8/1972,2,1,3,6/1/2019,false,165608,5,2,3,Encounter for adjustment or removal of right breast implant,1,false,1,4,false,6,31,45,65,72961,20,nisl nunc rhoncus dui vel sem sed sagittis nam congue risus semper porta volutpat quam pede lobortis,false,10,4,false,6,113,26,35,76784,48,tempus sit amet sem fusce consequat nulla nisl nunc nisl duis bibendum felis sed interdum venenatis turpis enim blandit mi,true
988,Rebekkah,Freeburn,Blackfeet,Female,12/9/1976,3,3,1,9/25/2018,true,175974,5,1,7,Acquired absence of unspecified upper limb below elbow,3,false,14,3,true,8,56,113,20,41129,89,lectus suspendisse potenti in eleifend quam a odio in hac habitasse,true,19,2,false,6,52,64,34,911,29,velit donec diam neque vestibulum eget vulputate ut ultrices vel augue vestibulum ante ipsum primis in faucibus orci luctus,false
989,Nannette,Pobjoy,Colombian,Female,10/20/1949,2,1,2,2/26/2019,true,486830,3,1,0,"Other contact with pig, subsequent encounter",3,true,27,2,false,7,12,106,59,43007,40,suscipit a feugiat et eros vestibulum ac est lacinia nisi venenatis tristique fusce,true,6,3,false,8,9,38,73,58192,88,enim sit amet nunc viverra dapibus nulla suscipit ligula in lacus,false
990,Newton,Rudeyeard,Yakama,Male,5/7/1980,2,2,1,11/14/2019,false,434405,5,4,6,"Glaucoma sec to eye trauma, unsp eye, indeterminate stage",1,false,24,3,true,2,0,112,75,6410,90,nulla pede ullamcorper augue a suscipit nulla elit ac nulla sed vel enim sit,true,19,1,true,6,64,89,99,93982,38,lacus curabitur at ipsum ac tellus semper interdum mauris ullamcorper purus,true
